age_upon_outcome,sex_upon_outcome,animal_type,breed,color
42,2,1,1065,154
27,2,0,552,297
33,0,1,935,118
30,4,0,552,7
27,0,1,398,481
21,2,1,720,55
35,3,1,825,213
5,0,1,398,215
13,2,0,552,7
19,2,0,552,136
19,2,0,552,136
21,3,1,901,58
33,2,0,552,149
19,2,0,552,149
27,2,0,548,289
21,2,1,901,475
21,2,1,901,475
27,2,1,901,246
5,3,0,552,7
5,2,0,552,7
5,2,0,552,7
27,3,0,552,136
5,3,0,552,7
5,2,0,552,7
21,2,0,552,136
21,2,0,552,136
21,3,0,552,136
44,3,0,552,58
25,3,1,271,154
39,3,1,720,7
41,3,1,623,444
31,1,1,901,55
5,3,1,945,434
29,2,1,488,311
21,0,0,552,115
25,2,0,790,149
25,2,0,790,136
5,3,1,968,238
27,3,1,673,52
27,2,1,65,434
27,2,1,65,434
27,2,1,65,434
5,0,0,552,396
33,1,0,552,149
5,3,1,725,7
5,0,0,544,136
29,3,0,551,136
5,0,0,552,136
38,3,1,310,432
38,3,1,310,432
38,2,1,217,58
31,2,1,398,475
6,1,1,901,444
41,3,1,988,416
5,1,1,838,356
27,2,1,595,52
27,2,1,595,52
10,3,0,552,58
41,2,0,551,261
41,2,0,551,7
5,3,0,552,136
5,2,1,691,37
5,2,1,691,173
5,3,1,691,372
21,1,1,901,115
44,0,0,544,305
5,3,0,552,7
2,2,1,720,416
2,2,1,720,416
2,3,1,720,416
2,3,1,720,55
40,2,1,691,444
38,2,1,691,444
5,4,0,552,432
5,3,1,1048,7
5,3,1,1048,7
5,3,1,1048,7
19,2,1,398,374
37,1,1,652,217
5,0,1,901,128
35,0,1,398,117
5,2,1,720,434
41,2,1,398,52
5,0,1,199,118
35,0,1,398,388
33,2,0,552,136
33,1,1,901,58
5,0,1,691,52
19,3,1,691,52
19,2,0,552,305
21,3,1,230,444
5,1,1,691,258
21,0,1,691,258
39,3,0,552,55
25,3,0,552,7
40,0,0,544,184
41,0,1,901,469
5,3,1,697,434
38,3,1,488,37
5,2,1,398,7
8,2,1,398,7
33,2,1,398,7
25,3,0,552,22
25,2,0,552,22
33,2,0,552,7
33,2,0,552,58
33,2,0,552,115
25,3,0,552,149
33,0,0,552,136
25,3,0,552,149
5,2,1,1090,215
5,2,1,1090,215
5,3,1,720,372
5,3,1,720,372
5,3,1,720,372
5,3,1,720,372
27,2,0,552,84
33,2,1,115,173
37,2,1,897,416
29,2,0,552,7
25,0,0,1051,200
5,2,0,548,305
7,3,0,552,184
21,2,1,901,128
21,2,1,901,128
21,2,1,901,128
12,2,1,398,7
5,2,1,488,117
42,3,1,884,475
19,3,1,720,432
19,3,1,839,372
21,3,0,1052,350
35,2,0,548,297
19,0,0,552,391
27,1,1,558,173
35,3,1,558,173
37,2,1,762,55
5,3,0,552,136
29,3,0,552,7
25,3,0,552,7
25,3,0,552,136
5,3,1,945,434
25,3,0,552,136
5,3,1,901,215
21,2,1,720,7
5,3,1,1008,37
37,3,1,720,117
37,2,1,720,37
6,1,1,398,372
6,1,1,383,388
24,4,0,552,309
21,3,1,398,37
5,2,1,1070,55
5,2,1,1070,55
7,1,1,988,475
35,3,0,551,7
31,3,0,544,7
27,2,1,232,55
25,3,0,552,391
25,3,0,552,84
13,2,1,33,432
27,3,0,552,184
27,2,1,968,118
27,2,1,968,118
27,2,1,968,118
27,2,1,968,118
10,3,1,720,388
41,3,1,720,7
9,2,0,552,115
5,2,0,552,149
33,3,1,956,55
5,3,1,956,55
33,3,1,956,55
33,3,1,901,115
9,2,1,1038,434
5,3,0,552,149
5,3,0,552,149
5,3,1,720,235
6,0,1,720,235
5,2,1,734,215
5,1,1,734,215
5,3,1,229,7
21,1,1,824,432
25,1,1,398,388
25,2,0,552,444
19,2,0,552,444
19,3,0,552,149
19,3,0,552,149
19,3,0,552,149
26,4,0,552,136
26,4,0,552,22
26,4,0,552,22
26,4,0,552,22
21,3,0,552,401
40,3,1,968,217
7,2,0,1052,247
2,1,0,552,305
2,0,0,552,297
2,0,0,552,297
2,1,0,552,305
25,2,1,720,374
25,2,1,720,416
2,0,0,552,297
29,0,0,552,401
35,2,1,590,52
27,2,1,1062,388
27,2,1,1062,388
27,2,1,1062,388
5,3,1,988,374
5,2,1,988,434
21,3,1,901,115
21,3,1,472,55
21,3,1,472,434
21,3,1,472,434
21,3,1,472,434
5,2,0,552,55
5,2,1,353,335
5,3,0,552,136
13,1,1,32,475
20,1,0,552,7
31,3,1,839,260
41,1,0,548,309
41,1,0,552,149
21,0,1,479,311
29,2,1,901,128
19,0,0,548,184
30,4,0,552,305
2,0,1,720,199
2,0,0,552,7
27,2,1,398,416
27,2,1,271,215
20,1,0,548,296
20,1,0,548,7
5,3,1,590,340
20,0,0,548,401
20,0,0,548,401
29,2,1,901,118
21,2,1,901,128
39,2,0,552,55
39,2,0,552,55
41,3,0,552,55
6,3,0,552,55
38,2,1,720,55
35,0,1,558,118
5,2,1,64,324
19,0,1,410,52
19,0,1,410,388
21,2,1,876,416
7,2,0,552,149
7,2,0,552,149
6,0,1,398,475
21,2,1,720,481
38,3,1,720,55
10,0,0,552,84
5,0,0,552,7
27,2,1,265,128
5,2,1,461,7
29,3,1,720,7
33,3,0,552,136
38,3,1,270,388
38,3,1,270,388
29,0,1,901,128
35,1,1,901,444
29,2,0,548,218
25,3,0,548,184
37,2,1,691,55
5,3,1,901,118
3,4,0,552,297
3,4,0,552,297
3,4,0,552,297
3,4,0,552,297
3,4,0,552,297
41,3,0,552,84
21,3,1,720,58
27,2,0,552,218
33,3,1,317,372
19,2,0,548,7
25,2,0,552,55
2,1,0,552,7
2,0,0,552,84
7,3,0,552,7
8,3,1,720,250
25,3,1,720,250
13,2,1,825,217
5,0,1,1157,171
19,3,1,901,58
33,0,1,691,388
33,1,1,691,372
33,1,1,488,388
21,3,1,988,388
21,3,1,988,388
19,0,0,552,297
19,3,0,552,84
19,3,0,552,84
19,3,0,552,391
19,3,0,552,149
5,2,1,738,173
8,2,1,1056,55
40,2,0,552,7
21,3,0,552,401
27,2,1,398,311
21,2,1,988,477
5,3,1,831,380
24,4,1,398,217
24,4,1,398,225
24,4,1,398,225
19,2,0,548,7
19,3,0,548,391
5,3,0,552,305
29,3,0,552,7
5,0,1,230,434
5,0,1,230,434
21,2,0,548,115
21,2,0,548,115
21,3,0,548,7
5,3,1,901,372
43,3,0,552,55
21,2,1,901,115
38,2,1,398,475
42,2,1,488,311
27,3,1,488,55
42,3,1,629,311
2,0,0,552,7
2,0,0,552,115
2,1,0,552,136
33,0,1,762,55
5,1,1,724,481
44,0,0,552,350
2,1,0,552,296
2,0,0,552,401
2,1,0,552,309
2,1,0,552,309
2,0,0,552,415
2,1,1,1009,37
5,3,0,552,7
5,3,0,552,138
19,2,0,552,136
37,2,1,383,475
29,2,1,988,55
21,2,1,271,326
27,1,1,988,388
5,0,1,720,55
19,2,0,552,7
29,2,0,552,442
27,3,1,720,372
27,1,1,1105,475
5,2,1,691,388
21,2,1,1151,260
6,3,1,1056,55
5,3,1,652,432
5,3,0,552,136
19,3,0,552,136
19,3,0,552,7
5,3,0,552,401
2,3,0,552,401
2,3,0,552,184
2,2,0,552,305
2,3,0,552,297
21,2,1,410,37
21,1,1,410,37
5,3,1,901,444
21,3,1,720,7
21,3,0,547,136
25,3,0,552,136
19,3,0,552,136
19,2,0,552,58
19,2,0,552,84
5,2,0,552,84
19,2,0,552,84
27,0,1,901,115
5,3,1,1009,37
5,2,1,857,372
7,2,1,820,311
10,2,1,398,388
39,1,1,901,372
5,0,0,548,149
5,0,0,552,391
29,2,0,552,297
29,1,0,552,218
29,3,0,552,91
25,2,0,552,55
19,3,0,547,198
19,2,0,547,149
19,3,0,547,305
19,2,0,547,305
5,2,0,1052,357
33,2,1,398,388
2,4,1,901,434
37,1,1,901,7
33,4,0,548,84
21,2,1,1088,118
21,0,1,901,115
5,3,0,552,415
21,3,1,398,372
21,2,1,398,372
19,3,1,901,55
19,3,1,901,128
33,3,1,901,128
19,3,1,901,128
19,3,1,901,128
21,3,1,398,372
19,3,0,548,136
19,3,0,552,184
19,2,0,552,55
19,2,0,552,434
19,3,0,552,434
19,2,0,552,305
19,2,0,552,297
5,3,0,552,136
21,2,1,488,117
5,3,1,1056,349
2,4,1,901,372
2,1,1,901,372
2,1,1,901,372
2,1,1,901,372
27,0,1,325,363
2,1,1,901,173
2,1,1,901,118
2,1,1,901,173
42,1,1,720,215
3,4,0,552,136
29,4,0,548,432
3,4,0,552,391
25,3,0,552,55
29,2,0,552,55
25,3,0,552,434
2,0,0,552,434
2,0,0,552,434
14,2,1,488,388
20,1,0,552,7
42,2,1,720,432
5,2,1,447,311
5,2,1,720,7
9,2,1,988,416
39,2,1,729,55
30,4,1,720,372
5,3,1,398,372
5,2,1,398,372
5,2,1,317,372
5,2,1,317,372
21,2,1,51,388
21,3,1,230,7
21,4,0,552,136
43,3,1,51,217
21,4,0,552,55
33,2,1,590,154
19,3,0,552,467
35,2,1,901,128
29,1,1,398,173
21,2,1,1009,37
2,1,0,552,7
5,1,0,552,297
19,3,0,552,198
43,3,1,230,55
5,2,1,901,372
5,2,1,901,372
40,3,1,824,432
19,3,0,552,401
20,4,0,552,218
5,3,1,901,388
20,4,0,552,218
20,4,0,552,218
35,2,0,552,55
27,3,1,398,475
29,2,0,548,305
5,3,0,552,136
21,0,0,1052,350
21,0,0,552,401
21,3,0,552,58
5,0,1,720,7
30,4,0,552,58
5,0,1,1157,275
5,0,1,590,374
5,2,1,720,55
7,3,1,398,175
7,3,1,398,175
5,0,1,590,372
42,2,1,215,117
42,2,1,215,117
42,2,1,398,37
37,2,1,481,117
43,3,1,901,432
41,3,1,720,372
27,3,1,901,55
27,3,1,901,55
5,1,1,398,7
19,3,1,590,154
2,1,1,590,154
2,0,1,590,374
25,0,0,552,7
25,1,0,552,7
25,1,0,552,7
19,3,0,552,401
19,3,0,552,58
25,1,0,552,297
37,0,0,552,391
37,0,0,548,391
37,0,0,552,136
20,1,0,552,149
20,0,0,552,149
31,2,1,115,76
21,2,1,590,117
38,3,0,552,55
4,4,0,548,136
21,1,0,548,297
25,2,0,552,115
25,2,0,552,115
19,1,0,552,115
40,3,0,552,391
27,2,1,720,311
7,2,1,812,374
29,3,1,901,128
29,3,1,901,128
7,0,1,115,37
19,2,0,552,55
19,3,0,552,391
19,3,0,552,136
43,2,1,590,52
5,2,1,230,55
33,2,1,230,55
27,2,0,552,439
2,3,0,544,391
42,2,0,552,55
7,1,1,457,55
29,4,1,115,434
30,0,0,548,297
21,4,0,552,261
19,3,0,294,222
25,1,0,552,7
5,2,1,829,434
10,3,1,2,48
5,2,1,901,55
5,2,1,901,55
5,2,1,677,459
29,2,1,897,215
5,3,1,720,372
37,2,0,552,222
21,2,1,720,481
21,3,1,353,65
21,2,0,790,136
21,2,0,552,297
21,2,0,552,444
21,2,0,552,444
33,3,1,398,311
7,2,1,153,416
7,1,1,153,416
12,1,1,613,154
24,4,0,552,218
21,0,1,901,58
21,0,1,901,58
7,2,1,720,55
21,2,1,901,215
21,3,1,65,434
19,3,0,552,401
19,3,0,552,58
19,2,0,552,58
19,2,0,552,7
19,2,0,1052,350
5,3,0,552,401
5,2,0,552,84
21,2,1,263,55
5,3,0,548,136
2,3,0,552,297
21,3,0,552,136
41,2,1,398,372
5,1,0,552,218
31,2,1,720,7
5,0,0,552,136
5,3,1,230,434
6,1,1,720,199
20,4,0,552,7
43,3,1,720,55
19,3,1,720,55
3,4,0,552,7
3,4,0,552,7
3,4,0,552,136
3,4,0,552,136
3,4,0,552,136
7,3,0,552,7
7,2,0,552,297
5,2,1,398,388
5,2,1,398,388
5,2,1,398,388
21,2,1,654,388
5,2,1,901,127
21,0,1,398,171
21,0,1,398,154
21,3,0,552,447
5,2,0,552,7
5,3,0,552,58
27,3,0,552,7
5,1,1,820,52
5,3,0,1052,289
44,2,1,993,173
5,3,1,720,7
5,3,1,720,7
18,4,0,552,297
18,4,0,552,401
6,2,0,552,434
41,2,0,552,434
19,2,0,548,55
19,2,0,548,434
19,2,0,548,434
38,2,1,32,432
5,2,1,901,172
5,1,1,1037,434
5,2,0,552,7
2,0,1,398,327
21,2,1,720,199
21,1,1,720,199
21,2,1,720,199
21,2,1,720,199
5,3,0,552,401
21,3,1,901,128
37,3,1,99,416
21,2,1,754,434
5,3,1,398,55
21,2,0,548,7
37,0,1,270,173
21,2,1,1038,117
33,3,0,552,149
42,2,0,548,297
19,2,1,509,7
11,3,1,447,311
5,2,1,720,388
21,3,0,552,184
21,3,0,552,184
5,2,1,51,374
6,0,1,51,477
41,3,0,552,136
41,3,1,472,55
27,3,1,398,388
5,0,1,901,117
27,3,1,51,432
36,4,0,552,7
27,2,0,548,222
21,3,1,1008,37
5,2,1,1056,340
5,2,1,1056,340
39,1,1,1056,340
39,1,1,1056,340
37,3,0,552,391
37,3,0,552,198
40,2,1,428,416
5,3,0,552,297
5,3,0,552,297
5,2,1,402,434
19,3,0,552,136
5,2,1,398,416
25,2,0,552,297
25,2,0,552,136
25,2,0,552,297
25,2,0,552,305
33,2,0,547,55
19,2,0,544,84
33,2,0,552,7
33,3,0,552,136
19,2,0,552,297
43,3,1,590,154
35,1,1,1009,37
5,2,0,552,84
21,3,1,901,55
19,3,0,552,7
5,3,1,765,117
8,3,1,765,117
21,1,0,552,55
19,0,0,552,7
19,3,0,552,401
5,3,0,552,466
0,0,0,552,466
19,2,0,552,434
21,3,1,945,55
21,3,1,945,55
21,2,0,548,297
21,2,1,901,55
21,2,1,901,55
31,2,0,548,467
21,2,1,901,58
21,2,1,901,58
10,2,1,153,118
5,1,1,1038,475
44,3,0,552,297
25,3,0,552,149
25,2,0,552,149
25,2,0,552,55
25,2,0,552,55
8,2,1,720,173
19,1,1,115,337
37,0,1,509,311
5,3,1,398,416
21,2,0,548,55
21,0,0,552,55
37,4,0,548,55
5,2,1,398,7
5,2,0,552,149
27,3,1,353,129
39,0,0,552,136
25,1,0,552,136
25,1,0,552,136
25,1,0,552,136
19,1,0,548,136
19,1,0,548,149
25,1,0,552,55
5,2,1,317,372
21,3,1,398,37
5,0,1,901,128
5,1,0,552,136
5,0,0,552,149
5,0,0,548,149
5,0,0,552,149
5,0,0,548,136
5,0,0,552,136
5,1,0,552,136
19,2,0,552,136
5,2,0,552,297
5,3,0,552,391
40,3,1,140,416
42,2,0,552,55
2,0,0,1073,350
29,1,0,552,297
19,3,0,552,305
40,1,0,552,7
5,3,1,398,432
19,0,1,720,55
21,3,1,720,55
21,3,1,720,55
5,2,1,901,55
21,2,1,825,55
21,2,1,383,434
5,3,0,552,7
21,3,1,901,55
5,3,1,901,55
5,2,1,901,173
5,2,1,901,173
5,1,0,552,91
6,2,1,590,374
19,2,0,552,84
37,3,0,552,391
21,3,1,59,154
19,0,0,548,297
21,0,0,552,184
6,2,1,327,173
25,1,1,317,388
6,3,1,901,388
21,3,1,590,154
25,0,1,398,171
38,3,1,590,154
38,3,1,590,154
38,1,1,1008,52
5,3,0,552,136
5,2,0,552,136
5,1,0,548,115
2,1,0,552,115
19,0,0,552,115
37,2,0,552,136
5,3,1,398,416
2,1,0,548,447
27,2,1,447,311
26,4,0,552,55
26,4,0,552,136
19,3,1,230,342
5,3,0,552,401
20,0,0,552,309
2,0,0,1073,459
2,1,0,1073,459
19,3,0,552,7
19,2,0,552,305
0,1,0,552,296
19,3,0,552,184
29,1,1,1151,217
5,2,1,719,481
29,3,1,398,470
27,3,1,590,154
43,3,1,720,55
8,2,1,901,115
21,0,1,901,55
25,2,0,552,149
44,3,1,901,118
5,1,1,901,115
5,3,1,65,98
25,1,0,552,136
21,3,1,998,337
12,2,1,398,340
11,2,1,398,340
42,3,1,792,432
25,2,0,552,149
27,2,0,552,55
35,2,0,552,58
35,2,0,552,7
31,2,0,552,7
5,1,1,1167,416
19,3,1,901,55
31,2,1,65,416
29,0,0,552,447
21,2,1,590,340
5,3,1,230,337
35,1,1,825,432
5,3,1,398,117
43,0,1,621,374
21,3,1,901,173
5,2,1,199,374
5,3,0,552,391
19,3,0,552,115
19,3,0,552,115
3,4,0,552,136
3,4,0,552,434
3,4,0,552,455
3,4,0,1052,289
25,3,0,552,391
21,3,1,901,128
21,3,1,901,128
19,2,0,552,91
25,2,0,552,115
19,2,0,552,115
25,3,0,552,401
25,3,0,552,184
5,3,1,1157,454
21,1,1,901,55
2,0,0,552,401
19,3,0,1052,402
19,3,0,544,401
25,2,0,544,7
2,2,0,1052,350
19,3,0,552,401
33,3,0,552,276
29,2,0,552,136
19,1,0,552,115
27,3,1,398,173
26,4,0,548,7
40,2,1,781,434
42,3,1,839,432
41,0,1,720,481
40,2,0,552,149
21,1,1,901,444
21,2,1,988,446
21,2,1,901,349
21,2,1,901,349
31,2,1,209,374
27,2,1,209,374
37,2,1,141,128
21,2,1,901,337
5,3,1,901,434
20,1,0,552,136
20,1,0,552,136
20,0,0,552,136
27,2,1,901,7
27,2,1,901,7
31,3,1,590,52
31,3,1,590,52
5,1,0,552,297
8,3,1,309,422
27,0,1,1009,37
5,1,1,1038,166
7,1,1,446,326
5,3,0,552,136
21,2,0,544,305
5,1,1,589,154
5,1,1,589,154
5,3,1,901,115
5,3,1,901,115
42,2,1,398,7
31,1,0,552,7
6,0,1,1056,432
31,1,1,993,477
31,1,1,398,37
27,1,1,398,37
2,1,0,548,7
38,2,1,1003,311
42,2,1,398,7
37,3,0,552,7
19,3,1,590,37
25,2,1,590,37
19,2,1,590,37
5,3,1,398,374
3,4,0,552,296
5,1,1,988,55
2,0,0,552,84
2,0,0,552,84
25,2,0,552,136
19,2,0,552,136
25,2,0,552,136
27,0,1,901,58
21,2,1,141,311
5,3,1,316,372
5,3,1,316,372
37,3,0,1052,350
33,2,0,548,297
39,3,0,552,136
8,3,1,901,128
27,3,1,720,199
41,3,1,720,7
38,3,0,552,297
5,3,1,720,444
5,0,1,720,444
21,3,1,1085,37
21,2,0,552,136
24,4,0,548,278
27,2,1,1003,311
6,3,1,872,444
8,3,0,711,401
25,3,0,711,401
19,3,1,621,117
41,3,1,621,117
19,3,1,621,117
19,0,0,552,149
25,3,0,552,149
25,1,0,552,149
5,3,0,552,55
41,2,1,652,432
29,1,1,398,171
29,0,1,398,55
29,2,1,1009,7
2,3,1,230,416
2,2,1,720,217
5,3,1,1088,55
5,3,1,1088,55
42,2,1,398,416
5,3,1,1088,55
31,2,1,901,432
19,2,0,552,55
41,2,0,552,7
19,2,0,552,7
42,2,1,820,171
3,4,0,552,184
6,3,0,1052,357
21,1,1,353,129
31,3,1,389,434
2,1,0,552,84
2,1,0,552,136
2,0,0,552,136
5,2,1,901,128
5,3,0,552,58
21,1,1,398,7
21,3,1,1116,432
27,3,1,1056,278
27,2,1,691,432
9,3,1,857,372
2,1,1,720,55
2,0,1,720,349
2,0,1,720,115
2,1,1,720,55
21,1,1,51,154
2,1,1,720,416
2,0,1,720,55
2,1,1,720,55
2,0,1,720,349
2,1,1,720,199
2,1,1,720,55
6,3,1,1157,37
19,0,1,720,175
42,3,1,901,173
40,0,1,901,173
40,0,1,901,173
40,0,1,901,173
40,0,1,901,173
2,3,0,548,149
2,2,0,552,218
19,2,0,552,297
19,3,0,552,7
25,1,0,548,115
25,1,0,548,58
25,1,0,548,58
27,1,1,590,37
25,3,1,764,55
31,3,1,669,55
21,0,1,398,217
43,3,1,398,475
21,3,1,720,372
27,1,1,825,432
31,2,1,590,372
37,3,1,1056,55
21,2,1,1055,182
5,2,0,552,297
7,1,1,839,7
21,2,1,824,432
27,3,1,317,117
21,3,1,317,117
27,1,0,552,7
5,1,1,1056,363
27,0,1,1088,58
21,0,1,1088,58
5,2,1,728,388
5,2,1,728,388
21,3,1,813,173
21,2,0,552,297
37,3,0,552,391
33,3,0,552,136
29,3,0,552,136
33,3,1,720,481
43,2,1,901,115
33,2,0,552,467
27,2,1,901,215
27,2,1,901,215
21,2,1,901,215
21,1,1,901,215
5,2,1,988,388
21,3,1,901,115
21,0,1,901,115
42,2,1,398,372
35,2,1,590,340
21,2,1,398,388
21,4,0,552,297
19,2,0,552,7
19,2,0,552,136
5,0,1,901,115
42,2,0,552,466
42,2,0,552,466
5,3,0,552,184
20,4,0,552,84
20,4,0,552,401
5,0,1,901,434
5,2,1,456,235
5,3,1,617,9
5,3,1,617,9
37,3,1,617,9
6,1,1,461,454
21,1,1,398,52
21,2,1,65,100
2,1,0,544,7
2,0,0,548,136
41,0,1,376,469
27,3,0,548,278
27,3,1,1038,432
27,2,0,552,7
27,2,1,839,55
8,2,1,149,372
21,1,1,720,432
21,3,1,720,118
33,1,1,488,38
33,1,1,488,38
5,2,1,317,7
5,3,1,398,372
5,3,1,398,372
13,0,0,552,136
6,3,1,720,117
41,3,1,720,117
6,3,1,720,117
41,3,1,720,117
5,2,1,398,416
5,0,0,552,7
35,3,0,552,115
29,3,0,1052,185
33,2,1,230,55
5,1,1,825,432
40,2,1,488,109
21,3,0,552,401
27,2,1,590,237
27,0,1,629,432
31,1,1,45,173
7,2,1,691,444
29,2,0,552,297
5,2,1,720,7
25,1,1,901,128
33,3,0,552,360
6,1,0,548,297
44,2,1,960,52
5,1,1,398,416
41,1,1,398,217
29,3,0,552,184
29,2,0,552,447
33,3,1,945,389
29,2,1,901,444
20,4,0,552,136
20,4,0,552,136
5,0,1,211,37
5,1,1,901,246
6,1,1,901,246
7,3,1,720,55
25,1,0,552,297
40,2,0,552,115
40,3,1,590,340
21,2,1,901,118
35,2,1,65,469
31,2,1,65,469
25,0,1,590,416
37,3,1,1157,365
21,2,0,552,115
21,2,0,552,115
25,2,1,1069,55
19,2,1,720,55
19,3,1,720,55
19,3,1,720,55
25,0,0,552,149
21,3,0,552,401
5,3,1,488,434
5,0,1,1151,388
5,3,0,552,297
27,2,1,398,117
5,2,1,398,171
8,3,1,1139,340
5,2,1,230,55
5,2,1,230,55
2,0,1,901,459
21,2,1,398,7
29,3,1,65,475
44,3,1,398,55
2,0,1,901,55
5,3,1,623,388
27,2,1,158,416
5,3,1,1029,128
8,3,1,216,115
40,2,1,629,250
31,2,0,552,297
5,1,1,901,388
5,1,1,901,388
21,3,1,589,37
5,3,1,590,37
21,2,1,613,416
5,3,1,590,117
5,2,1,901,246
5,2,1,901,246
41,3,1,1003,311
5,3,0,552,136
5,2,1,398,117
27,2,1,398,55
5,3,1,972,237
29,2,0,552,55
21,2,1,199,117
37,2,0,552,7
29,3,0,552,297
19,3,0,552,401
5,3,0,552,55
25,2,0,552,149
29,2,0,552,265
19,2,0,552,265
19,3,0,552,149
25,3,0,552,149
19,2,0,552,55
27,2,1,720,7
27,3,1,979,93
29,3,1,979,325
29,2,1,979,55
21,0,1,825,175
26,4,1,825,475
26,4,1,825,475
19,3,0,552,401
30,0,0,1052,350
12,1,1,1037,434
12,1,1,1037,434
19,2,0,552,0
21,2,1,398,340
37,0,1,590,52
5,2,1,1143,432
19,3,0,552,136
27,3,1,590,388
2,1,1,900,55
21,2,1,720,7
26,1,0,548,58
3,4,0,552,7
3,4,0,552,7
3,4,0,552,7
40,1,1,825,7
41,1,1,1047,449
21,3,1,792,432
21,3,1,792,199
13,3,1,988,416
21,2,1,720,55
5,2,1,720,55
5,2,1,720,55
5,2,1,720,55
8,2,1,720,55
41,2,1,720,55
41,1,1,720,55
10,3,0,1052,289
21,2,1,590,432
39,2,1,901,118
5,3,0,552,401
41,3,1,988,416
37,3,1,988,416
21,2,1,383,311
2,4,0,548,55
5,0,0,552,136
5,3,1,901,7
5,3,1,901,7
27,0,1,901,58
5,1,1,720,55
5,2,1,590,326
5,3,1,590,374
27,2,1,589,52
40,3,0,544,450
27,2,1,737,117
27,2,1,737,117
42,0,1,420,432
26,0,0,548,391
5,2,0,548,149
7,2,0,552,149
21,0,1,720,481
21,1,1,720,481
21,2,1,720,388
21,2,1,720,388
19,1,1,652,432
21,3,1,825,432
9,0,1,720,372
21,3,0,544,222
37,3,0,790,401
21,3,0,544,84
19,2,0,552,305
21,3,1,217,58
12,2,0,552,136
12,3,0,552,7
5,1,1,317,388
33,3,0,548,55
19,3,1,398,475
2,1,0,548,136
5,0,1,383,444
21,2,1,694,173
5,2,1,383,388
43,3,0,552,401
5,3,1,1056,55
5,3,1,1056,55
21,2,1,901,475
21,2,1,901,475
27,2,0,544,115
27,2,0,552,115
21,2,1,65,416
38,3,1,398,372
21,3,1,82,317
31,3,1,398,173
5,2,1,799,37
5,3,1,590,326
5,3,1,590,326
41,3,0,552,391
19,3,0,548,401
27,1,1,784,432
5,2,1,901,55
6,2,1,901,55
6,3,1,901,115
7,0,0,552,391
21,3,1,153,235
21,2,1,153,235
35,1,1,720,55
37,4,1,935,118
5,2,0,1052,247
5,2,1,114,317
6,2,1,114,317
19,3,0,552,297
19,3,0,552,401
19,2,0,552,149
37,3,1,488,337
37,3,1,488,337
5,2,1,825,432
5,2,1,979,318
38,3,1,398,215
21,1,0,1052,289
7,2,1,1156,382
42,3,1,834,3
27,3,0,552,401
27,3,0,552,401
5,3,0,552,136
43,3,1,1133,115
19,3,1,720,7
19,3,1,720,7
19,3,1,720,7
21,2,1,6,118
21,2,1,440,118
5,2,1,720,7
20,4,0,548,55
20,4,0,548,55
5,0,0,552,184
21,2,1,398,475
37,2,0,552,265
21,2,0,543,7
37,3,1,589,37
35,1,0,552,55
21,2,1,1056,337
29,3,1,23,445
5,0,1,65,311
5,0,0,552,136
27,3,1,65,325
37,3,1,914,173
37,0,1,914,173
25,3,0,552,297
25,3,0,552,297
31,2,0,552,136
41,2,1,720,7
19,1,0,552,115
19,0,0,552,115
19,2,0,552,222
35,3,1,488,416
20,4,0,552,115
5,0,0,552,136
25,2,0,552,149
19,3,0,552,7
6,1,0,552,7
27,2,1,398,217
19,2,0,552,55
20,4,0,552,7
20,4,0,552,7
35,3,0,548,297
31,2,0,552,115
20,4,0,552,136
20,4,0,552,136
20,4,0,552,7
5,1,1,398,372
21,1,1,51,372
5,2,1,488,417
5,3,1,115,173
5,3,0,552,136
5,2,0,552,84
5,3,0,552,7
5,3,0,552,55
5,2,0,552,7
5,2,0,552,115
5,2,0,552,115
39,2,0,552,7
33,1,1,1009,52
31,2,1,901,76
19,2,1,629,372
19,3,1,230,434
5,3,1,1009,52
5,3,1,1009,52
5,3,1,1009,52
5,0,1,1009,52
19,2,0,552,297
44,2,1,398,372
30,0,0,552,400
5,3,1,901,13
5,3,1,901,13
25,0,1,720,7
21,3,0,548,400
2,1,0,552,149
2,0,0,552,149
2,0,0,552,149
2,1,0,548,149
2,1,0,548,136
40,1,1,1038,444
21,3,1,590,37
33,0,1,720,55
21,0,1,1038,434
21,3,1,901,432
19,3,0,548,149
19,2,0,552,136
19,3,0,552,58
19,0,0,548,401
44,3,1,115,217
25,3,0,548,459
21,0,0,552,136
25,2,0,552,136
19,3,0,552,136
25,2,0,552,136
19,2,0,552,7
30,0,1,398,173
43,3,0,548,297
5,1,1,146,372
5,1,1,146,372
2,2,0,548,7
27,0,1,901,115
27,0,1,901,115
31,2,1,901,55
31,2,1,901,55
27,2,1,901,55
27,2,1,901,55
27,2,1,901,55
27,1,1,901,55
27,1,1,901,55
27,1,1,901,55
42,3,1,398,475
5,3,1,590,154
5,1,1,691,55
5,2,0,552,136
5,2,0,31,115
6,2,1,410,117
31,3,1,151,215
21,2,1,720,55
5,2,1,720,55
21,2,0,552,136
21,2,0,552,136
41,2,1,720,55
41,2,1,720,55
41,2,1,720,55
5,3,1,935,38
27,3,1,901,444
35,1,1,720,199
21,2,1,65,92
6,3,0,552,136
2,0,0,552,184
21,1,1,590,154
7,3,1,590,154
22,3,1,792,432
19,2,0,1052,279
19,2,0,552,297
41,3,1,901,337
43,2,1,38,115
5,3,0,552,401
33,1,1,901,115
33,0,1,901,115
33,1,1,901,388
